CHROMATOGRAM,
GC27_1.raw,
Data points: 42010,
Time,Intensity
2.993333,4475
2.995,4476
2.996667,4476
2.998333,4477
3,4475
3.001667,4472
3.003333,4471
3.005,4471
3.006667,4471
3.008333,4472
3.01,4471
3.011667,4475
3.013333,4475
3.015,4475
3.016667,4472
3.018333,4472
3.02,4471
3.021667,4470
3.023333,4469
3.025,4471
3.026667,4472
3.028333,4473
3.03,4471
3.031667,4471
3.033333,4470
3.035,4470
3.036667,4471
3.038333,4472
3.04,4473
3.041667,4475
3.043333,4475
3.045,4474
3.046667,4475
3.048333,4475
3.05,4475
3.051667,4475
3.053333,4478
3.055,4479
3.056667,4478
3.058333,4477
3.06,4477
3.061667,4475
3.063333,4474
3.065,4472
3.066667,4472
3.068333,4472
3.07,4474
3.071667,4475
3.073333,4475
3.075,4476
3.076667,4476
3.078333,4474
3.08,4474
3.081667,4472
3.083333,4473
3.085,4476
3.086667,4478
3.088333,4481
3.09,4484
3.091667,4484
3.093333,4483
3.095,4480
3.096667,4476
3.098333,4473
3.1,4472
3.101667,4472
3.103333,4472
3.105,4471
3.106667,4472
3.108333,4471
3.11,4473
3.111667,4474
3.113333,4475
3.115,4478
3.116667,4482
3.118333,4483
3.12,4484
3.121667,4482
3.123333,4480
3.125,4479
3.126667,4477
3.128333,4474
3.13,4471
3.131667,4472
3.133333,4473
3.135,4474
3.136667,4475
3.138333,4476
3.14,4477
3.141667,4478
3.143333,4476
3.145,4473
3.146667,4473
3.148333,4471
3.15,4471
3.151667,4473
3.153333,4477
3.155,4479
3.156667,4481
3.158333,4481
3.16,4479
3.161667,4478
3.163333,4476
3.165,4473
3.166667,4472
3.168333,4472
3.17,4475
3.171667,4475
3.173333,4476
3.175,4477
3.176667,4477
3.178333,4478
3.18,4476
3.181667,4475
3.183333,4474
3.185,4473
3.186667,4472
3.188333,4472
3.19,4473
3.191667,4477
3.193333,4479
3.195,4481
3.196667,4483
3.198333,4485
3.2,4485
3.201667,4484
3.203333,4481
3.205,4478
3.206667,4477
3.208333,4474
3.21,4471
3.211667,4471
3.213333,4470
3.215,4472
3.216667,4473
3.218333,4476
3.22,4477
3.221667,4478
3.223333,4480
3.225,4480
3.226667,4480
3.228333,4482
3.23,4481
3.231667,4482
3.233333,4480
3.235,4479
3.236667,4477
3.238333,4478
3.24,4478
3.241667,4478
3.243333,4478
3.245,4478
3.246667,4479
3.248333,4481
3.25,4483
3.251667,4484
3.253333,4486
3.255,4488
3.256667,4488
3.258333,4486
3.26,4484
3.261667,4482
3.263333,4482
3.265,4482
3.266667,4482
3.268333,4484
3.27,4484
3.271667,4485
3.273333,4485
3.275,4482
3.276667,4482
3.278333,4481
3.28,4480
3.281667,4478
3.283333,4478
3.285,4479
3.286667,4479
3.288333,4480
3.29,4480
3.291667,4481
3.293333,4482
3.295,4483
3.296667,4484
3.298333,4485
3.3,4485
3.301667,4486
3.303333,4485
3.305,4483
3.306667,4481
3.308333,4479
3.31,4477
3.311667,4479
3.313333,4478
3.315,4480
3.316667,4480
3.318333,4482
3.32,4481
3.321667,4481
3.323333,4480
3.325,4478
3.326667,4477
3.328333,4477
3.33,4477
3.331667,4477
3.333333,4477
3.335,4478
3.336667,4477
3.338333,4478
3.34,4479
3.341667,4478
3.343333,4477
3.345,4478
3.346667,4477
3.348333,4477
3.35,4476
3.351667,4476
3.353333,4476
3.355,4476
3.356667,4477
3.358333,4476
3.36,4478
3.361667,4478
3.363333,4476
3.365,4475
3.366667,4472
3.368333,4470
3.37,4469
3.371667,4468
3.373333,4468
3.375,4469
3.376667,4471
3.378333,4471
3.38,4470
3.381667,4471
3.383333,4469
3.385,4470
3.386667,4472
3.388333,4473
3.39,4475
3.391667,4479
3.393333,4481
3.395,4483
3.396667,4483
3.398333,4481
3.4,4478
3.401667,4475
3.403333,4472
3.405,4468
3.406667,4468
3.408333,4469
3.41,4471
3.411667,4471
3.413333,4471
3.415,4472
3.416667,4471
3.418333,4472
3.42,4473
3.421667,4472
3.423333,4472
3.425,4472
3.426667,4473
3.428333,4473
3.43,4474
3.431667,4475
3.433333,4474
3.435,4474
3.436667,4473
3.438333,4472
3.44,4472
3.441667,4472
3.443333,4474
3.445,4476
3.446667,4477
3.448333,4479
3.45,4481
3.451667,4481
3.453333,4481
3.455,4484
3.456667,4484
3.458333,4483
3.46,4482
3.461667,4479
3.463333,4477
3.465,4474
3.466667,4472
3.468333,4471
3.47,4471
3.471667,4471
3.473333,4474
3.475,4475
3.476667,4476
3.478333,4475
3.48,4475
3.481667,4475
3.483333,4476
3.485,4477
3.486667,4476
3.488333,4477
3.49,4479
3.491667,4478
3.493333,4478
3.495,4478
3.496667,4478
3.498333,4476
3.5,4474
3.501667,4473
3.503333,4471
3.505,4470
3.506667,4469
3.508333,4469
3.51,4471
3.511667,4473
3.513333,4472
3.515,4472
3.516667,4471
3.518333,4471
3.52,4470
3.521667,4469
3.523333,4469
3.525,4470
3.526667,4471
3.528333,4472
3.53,4472
3.531667,4473
3.533333,4472
3.535,4472
3.536667,4470
3.538333,4468
3.54,4468
3.541667,4467
3.543333,4467
3.545,4468
3.546667,4469
3.548333,4470
3.55,4471
3.551667,4473
3.553333,4475
3.555,4476
3.556667,4475
3.558333,4472
3.56,4470
3.561667,4469
3.563333,4468
3.565,4466
3.566667,4466
3.568333,4466
3.57,4468
3.571667,4467
3.573333,4466
3.575,4465
3.576667,4464
3.578333,4464
3.58,4464
3.581667,4465
3.583333,4466
3.585,4469
3.586667,4471
3.588333,4472
3.59,4475
3.591667,4477
3.593333,4478
3.595,4478
3.596667,4476
3.598333,4477
3.6,4476
3.601667,4477
3.603333,4477
3.605,4476
3.606667,4475
3.608333,4475
3.61,4471
3.611667,4470
3.613333,4468
3.615,4466
3.616667,4463
3.618333,4463
3.62,4465
3.621667,4466
3.623333,4468
3.625,4470
3.626667,4472
3.628333,4477
3.63,4477
3.631667,4477
3.633333,4477
3.635,4478
3.636667,4478
3.638333,4478
3.64,4480
3.641667,4481
3.643333,4483
3.645,4484
3.646667,4483
3.648333,4483
3.65,4484
3.651667,4483
3.653333,4481
3.655,4480
3.656667,4479
3.658333,4477
3.66,4476
3.661667,4475
3.663333,4474
3.665,4472
3.666667,4474
3.668333,4473
3.67,4474
3.671667,4475
3.673333,4476
3.675,4477
3.676667,4479
3.678333,4480
3.68,4480
3.681667,4481
3.683333,4482
3.685,4481
3.686667,4479
3.688333,4480
3.69,4479
3.691667,4477
3.693333,4479
3.695,4481
3.696667,4480
3.698333,4481
3.7,4481
3.701667,4483
3.703333,4483
3.705,4485
3.706667,4485
3.708333,4485
3.71,4487
3.711667,4486
3.713333,4483
3.715,4482
3.716667,4483
3.718333,4486
3.72,4488
3.721667,4492
3.723333,4493
3.725,4493
3.726667,4493
3.728333,4492
3.73,4492
3.731667,4491
3.733333,4491
3.735,4494
3.736667,4496
3.738333,4498
3.74,4498
3.741667,4500
3.743333,4501
3.745,4502
3.746667,4500
3.748333,4499
3.75,4499
3.751667,4500
3.753333,4501
3.755,4502
3.756667,4503
3.758333,4504
3.76,4505
3.761667,4504
3.763333,4504
3.765,4506
3.766667,4506
3.768333,4505
3.77,4505
3.771667,4504
3.773333,4503
3.775,4502
3.776667,4502
3.778333,4503
3.78,4504
3.781667,4506
3.783333,4505
3.785,4507
3.786667,4505
3.788333,4502
3.79,4501
3.791667,4500
3.793333,4500
3.795,4500
3.796667,4501
3.798333,4502
3.8,4504
3.801667,4507
3.803333,4505
3.805,4505
3.806667,4504
3.808333,4502
3.81,4501
3.811667,4500
3.813333,4500
3.815,4498
3.816667,4500
3.818333,4501
3.82,4502
3.821667,4502
3.823333,4503
3.825,4504
3.826667,4505
3.828333,4504
3.83,4503
3.831667,4503
3.833333,4505
3.835,4505
3.836667,4505
3.838333,4502
3.84,4501
3.841667,4502
3.843333,4502
3.845,4501
3.846667,4502
3.848333,4505
3.85,4508
3.851667,4508
3.853333,4507
3.855,4506
3.856667,4506
3.858333,4505
3.86,4505
3.861667,4505
3.863333,4508
3.865,4509
3.866667,4508
3.868333,4508
3.87,4506
3.871667,4506
3.873333,4505
3.875,4503
3.876667,4504
3.878333,4504
3.88,4504
3.881667,4505
3.883333,4504
3.885,4506
3.886667,4506
3.888333,4505
3.89,4505
3.891667,4505
3.893333,4506
3.895,4507
3.896667,4508
3.898333,4510
3.9,4510
3.901667,4510
3.903333,4508
3.905,4505
3.906667,4504
3.908333,4503
3.91,4502
3.911667,4502
3.913333,4503
3.915,4505
3.916667,4507
3.918333,4506
3.92,4505
3.921667,4505
3.923333,4507
3.925,4509
3.926667,4510
3.928333,4510
3.93,4512
3.931667,4514
3.933333,4515
3.935,4516
3.936667,4516
3.938333,4518
3.94,4519
3.941667,4520
3.943333,4519
3.945,4517
3.946667,4517
3.948333,4517
3.95,4518
3.951667,4519
3.953333,4521
3.955,4525
3.956667,4525
3.958333,4527
3.96,4526
3.961667,4525
3.963333,4524
3.965,4521
3.966667,4520
3.968333,4520
3.97,4523
3.971667,4524
3.973333,4525
3.975,4526
3.976667,4529
3.978333,4532
3.98,4532
3.981667,4534
3.983333,4535
3.985,4535
3.986667,4536
3.988333,4533
3.99,4529
3.991667,4528
3.993333,4528
3.995,4526
3.996667,4525
3.998333,4525
4,4525
4.001667,4525
4.003333,4526
4.005,4527
4.006667,4526
4.008333,4526
4.01,4527
4.011667,4527
4.013333,4526
4.015,4527
4.016667,4529
4.018333,4532
4.02,4533
4.021667,4533
4.023333,4532
4.025,4530
4.026667,4529
4.028333,4529
4.03,4528
4.031667,4531
4.033333,4534
4.035,4535
4.036667,4533
4.038333,4531
4.04,4528
4.041667,4524
4.043333,4524
4.045,4526
4.046667,4526
4.048333,4531
4.05,4534
4.051667,4536
4.053333,4538
4.055,4536
4.056667,4535
4.058333,4534
4.06,4534
4.061667,4535
4.063333,4533
4.065,4533
4.066667,4535
4.068333,4537
4.07,4536
4.071667,4533
4.073333,4534
4.075,4532
4.076667,4531
4.078333,4529
4.08,4526
4.081667,4527
4.083333,4530
4.085,4530
4.086667,4529
4.088333,4529
4.09,4532
4.091667,4532
4.093333,4531
4.095,4531
4.096667,4532
4.098333,4532
4.1,4533
4.101667,4532
4.103333,4532
4.105,4532
4.106667,4534
4.108333,4533
4.11,4533
4.111667,4534
4.113333,4535
4.115,4534
4.116667,4534
4.118333,4531
4.12,4529
4.121667,4527
4.123333,4527
4.125,4526
4.126667,4527
4.128333,4528
4.13,4531
4.131667,4535
4.133333,4535
4.135,4535
4.136667,4535
4.138333,4534
4.14,4534
4.141667,4530
4.143333,4530
4.145,4532
4.146667,4535
4.148333,4538
4.15,4538
4.151667,4539
4.153333,4539
4.155,4536
4.156667,4535
4.158333,4532
4.16,4532
4.161667,4534
4.163333,4538
4.165,4541
4.166667,4545
4.168333,4546
4.17,4548
4.171667,4547
4.173333,4547
4.175,4545
4.176667,4544
4.178333,4544
4.18,4546
4.181667,4546
4.183333,4548
4.185,4550
4.186667,4551
4.188333,4552
4.19,4552
4.191667,4552
4.193333,4550
4.195,4548
4.196667,4547
4.198333,4544
4.2,4545
4.201667,4546
4.203333,4546
4.205,4550
4.206667,4551
4.208333,4551
4.21,4549
4.211667,4548
4.213333,4545
4.215,4542
4.216667,4544
4.218333,4547
4.22,4550
4.221667,4553
4.223333,4554
4.225,4553
4.226667,4550
4.228333,4548
4.23,4546
4.231667,4546
4.233333,4549
4.235,4549
4.236667,4547
4.238333,4546
4.24,4546
4.241667,4546
4.243333,4545
4.245,4546
4.246667,4549
4.248333,4554
4.25,4557
4.251667,4555
4.253333,4555
4.255,4556
4.256667,4559
4.258333,4561
4.26,4562
4.261667,4566
4.263333,4575
4.265,4585
4.266667,4599
4.268333,4620
4.27,4655
4.271667,4704
4.273333,4777
4.275,4875
4.276667,5004
4.278333,5165
4.28,5363
4.281667,5591
4.283333,5847
4.285,6123
4.286667,6410
4.288333,6697
4.29,6976
4.291667,7255
4.293333,7554
4.295,7922
4.296667,8467
4.298333,9345
4.3,10778
4.301667,13043
4.303333,16445
4.305,21207
4.306667,27527
4.308333,35508
4.31,44980
4.311667,55601
4.313333,66941
4.315,78413
4.316667,89473
4.318333,99581
4.32,108445
4.321667,115788
4.323333,121593
4.325,126041
4.326667,129265
4.328333,131508
4.33,133131
4.331667,134362
4.333333,135570
4.335,137047
4.336667,139091
4.338333,141883
4.34,145607
4.341667,150383
4.343333,155932
4.345,162012
4.346667,168231
4.348333,174145
4.35,179479
4.351667,183834
4.353333,186928
4.355,188731
4.356667,189338
4.358333,188969
4.36,187725
4.361667,185909
4.363333,183870
4.365,181850
4.366667,180176
4.368333,178844
4.37,178086
4.371667,178027
4.373333,178782
4.375,180278
4.376667,182463
4.378333,185178
4.38,188360
4.381667,191762
4.383333,195218
4.385,198444
4.386667,201596
4.388333,204596
4.39,207456
4.391667,210146
4.393333,212810
4.395,215615
4.396667,218637
4.398333,222022
4.4,225878
4.401667,230240
4.403333,235456
4.405,241247
4.406667,247765
4.408333,254879
4.41,262315
4.411667,269952
4.413333,277465
4.415,284369
4.416667,290297
4.418333,294704
4.42,297620
4.421667,299083
4.423333,301318
4.425,310586
4.426667,338230
4.428333,404132
4.43,538661
4.431667,787801
4.433333,1206126
4.435,1860157
4.436667,2811341
4.438333,4116504
4.44,5808726
4.441667,7910113
4.443333,10395067
4.445,13234744
4.446667,16379357
4.448333,19753195
4.45,23271996
4.451667,26877611
4.453333,30527383
4.455,34164895
4.456667,37768512
4.458333,41339586
4.46,44830332
4.461667,48233305
4.463333,51549016
4.465,54848145
4.466667,58084414
4.468333,61236375
4.47,64325152
4.471667,67326031
4.473333,70290805
4.475,73197031
4.476667,75955539
4.478333,78616031
4.48,81205688
4.481667,83835930
4.483333,86400359
4.485,88857609
4.486667,91229203
4.488333,93508172
4.49,95770742
4.491667,97993766
4.493333,100111625
4.495,102197609
4.496667,104292523
4.498333,106386188
4.5,108348750
4.501667,110158656
4.503333,111888453
4.505,113564492
4.506667,115283203
4.508333,117018969
4.51,118720227
4.511667,120377219
4.513333,122063422
4.515,123642328
4.516667,125117016
4.518333,126526844
4.52,127965703
4.521667,129405453
4.523333,130871617
4.525,132332828
4.526667,133810422
4.528333,135188594
4.53,136527844
4.531667,137817719
4.533333,139106297
4.535,140451313
4.536667,141778922
4.538333,143034141
4.54,144281531
4.541667,145472766
4.543333,146558125
4.545,147527109
4.546667,148467391
4.548333,149322172
4.55,150196953
4.551667,151237453
4.553333,152271516
4.555,153342000
4.556667,154457063
4.558333,155569297
4.56,156596719
4.561667,157648766
4.563333,158678313
4.565,159632719
4.566667,160594359
4.568333,161592156
4.57,162473359
4.571667,163412031
4.573333,164226938
4.575,164970953
4.576667,165630891
4.578333,166288281
4.58,166992484
4.581667,167707063
4.583333,168369016
4.585,169065703
4.586667,169785469
4.588333,170522125
4.59,171230563
4.591667,171809125
4.593333,172334422
4.595,172818328
4.596667,173364016
4.598333,173986422
4.6,174670469
4.601667,175446781
4.603333,176201609
4.605,176926266
4.606667,177696906
4.608333,178358469
4.61,178963266
4.611667,179543656
4.613333,180168797
4.615,180801656
4.616667,181307406
4.618333,181779281
4.62,182135219
4.621667,182580563
4.623333,183108031
4.625,183680156
4.626667,184109516
4.628333,184574297
4.63,185006844
4.631667,185414063
4.633333,185878156
4.635,186383828
4.636667,186894719
4.638333,187478641
4.64,188108188
4.641667,188756141
4.643333,189314969
4.645,189897688
4.646667,190305016
4.648333,190593734
4.65,190832125
4.651667,190995219
4.653333,191056656
4.655,191132703
4.656667,191319000
4.658333,191635891
4.66,192207844
4.661667,192843031
4.663333,193374375
4.665,193800000
4.666667,194201953
4.668333,194521828
4.67,194737609
4.671667,195053344
4.673333,195332141
4.675,195727438
4.676667,196413594
4.678333,197062781
4.68,197691781
4.681667,198199906
4.683333,198586375
4.685,198697500
4.686667,198833984
4.688333,198910375
4.69,199027453
4.691667,199328781
4.693333,199730328
4.695,200203281
4.696667,200767797
4.698333,201333641
4.7,201892688
4.701667,202357516
4.703333,202755031
4.705,202950234
4.706667,203112359
4.708333,203189594
4.71,203186375
4.711667,203215984
4.713333,203246328
4.715,203340172
4.716667,203550203
4.718333,203773938
4.72,203884750
4.721667,204005375
4.723333,204033500
4.725,204172016
4.726667,204338828
4.728333,204578781
4.73,204864188
4.731667,205151859
4.733333,205536641
4.735,205938906
4.736667,206284328
4.738333,206653531
4.74,206877656
4.741667,207106453
4.743333,207582313
4.745,208287813
4.746667,208928359
4.748333,209373641
4.75,209625641
4.751667,209794578
4.753333,209838859
4.755,209769016
4.756667,209474469
4.758333,209208859
4.76,209257188
4.761667,209359063
4.763333,209377906
4.765,209364688
4.766667,209369656
4.768333,209508859
4.77,209636203
4.771667,209801813
4.773333,210017422
4.775,210258453
4.776667,210525313
4.778333,210716328
4.78,210929141
4.781667,211036719
4.783333,211111266
4.785,211107406
4.786667,211259125
4.788333,211583406
4.79,211951141
4.791667,212248453
4.793333,212544922
4.795,212756516
4.796667,212850094
4.798333,212815344
4.8,212748641
4.801667,212737078
4.803333,213029016
4.805,213304844
4.806667,213408047
4.808333,213465656
4.81,213332969
4.811667,213090109
4.813333,212783234
4.815,212596813
4.816667,212536016
4.818333,212634297
4.82,212813031
4.821667,213074359
4.823333,213315000
4.825,213677469
4.826667,214064078
4.828333,214451469
4.83,214789281
4.831667,215069547
4.833333,215271469
4.835,215432406
4.836667,215527938
4.838333,215774344
4.84,216085375
4.841667,216479922
4.843333,216793359
4.845,216991406
4.846667,217036938
4.848333,216833125
4.85,216551766
4.851667,216358703
4.853333,216248953
4.855,216207844
4.856667,216261422
4.858333,216245578
4.86,216146625
4.861667,216162531
4.863333,216235172
4.865,216194266
4.866667,216336438
4.868333,216635313
4.87,216909547
4.871667,217011234
4.873333,217222438
4.875,217288594
4.876667,217324266
4.878333,217425766
4.88,217529250
4.881667,217529156
4.883333,217649141
4.885,217714453
4.886667,217725297
4.888333,217608344
4.89,217541641
4.891667,217475547
4.893333,217487703
4.895,217576016
4.896667,217686688
4.898333,217848578
4.9,218058156
4.901667,218243953
4.903333,218331516
4.905,218346766
4.906667,218240406
4.908333,218289719
4.91,218428781
4.911667,218552359
4.913333,218787141
4.915,219064438
4.916667,219314969
4.918333,219526359
4.92,219673328
4.921667,219787078
4.923333,219727141
4.925,219707813
4.926667,219684844
4.928333,219620203
4.93,219616969
4.931667,219478891
4.933333,219413516
4.935,219406391
4.936667,219422641
4.938333,219487969
4.94,219624969
4.941667,219825813
4.943333,219914313
4.945,220097438
4.946667,220186953
4.948333,220188484
4.95,220132359
4.951667,220020969
4.953333,219874625
4.955,219910828
4.956667,219891484
4.958333,219792266
4.96,219676906
4.961667,219750453
4.963333,219810703
4.965,219858453
4.966667,219842578
4.968333,219868219
4.97,219924625
4.971667,220058563
4.973333,220005781
4.975,219945516
4.976667,219953953
4.978333,220032891
4.98,220197688
4.981667,220238063
4.983333,220363719
4.985,220449125
4.986667,220606703
4.988333,220841000
4.99,220986875
4.991667,220967547
4.993333,220895063
4.995,220808797
4.996667,220765000
4.998333,220629031
5,220512766
5.001667,220472406
5.003333,220616000
5.005,220883766
5.006667,221229469
5.008333,221207781
5.01,221283531
5.011667,221321688
5.013333,221384453
5.015,221416922
5.016667,221381250
5.018333,221390359
5.02,221260859
5.021667,221298781
5.023333,221373719
5.025,221176875
5.026667,221105422
5.028333,220907578
5.03,220801125
5.031667,220822547
5.033333,220759297
5.035,220651531
5.036667,220437328
5.038333,220218531
5.04,220024625
5.041667,219896969
5.043333,219946156
5.045,220033766
5.046667,220240453
5.048333,220392688
5.05,220517313
5.051667,220581422
5.053333,220580000
5.055,220360391
5.056667,220300125
5.058333,220295031
5.06,220387063
5.061667,220506078
5.063333,220406578
5.065,220404609
5.066667,220406188
5.068333,220495875
5.07,220534172
5.071667,220594047
5.073333,220660734
5.075,220771563
5.076667,220831875
5.078333,220891813
5.08,220645984
5.081667,220494219
5.083333,220380109
5.085,220430359
5.086667,220354578
5.088333,220381922
5.09,220465297
5.091667,220373625
5.093333,220367344
5.095,220300172
5.096667,220128969
5.098333,220090031
5.1,220214609
5.101667,220358359
5.103333,220435094
5.105,220506781
5.106667,220570625
5.108333,220303422
5.11,220266125
5.111667,220120484
5.113333,220081625
5.115,220201516
5.116667,220366688
5.118333,220602641
5.12,220722281
5.121667,220703344
5.123333,220603953
5.125,220261609
5.126667,219963688
5.128333,219722359
5.13,219563281
5.131667,219443391
5.133333,219415969
5.135,219491984
5.136667,219563906
5.138333,219638516
5.14,219730984
5.141667,219717219
5.143333,219724156
5.145,219927391
5.146667,220081563
5.148333,220119547
